by,descendants,id,kids,score,text,time,title,type,url
tafda,197.0,20542862,"[20543176, 20543063, 20543844, 20543058, 20543020, 20543362, 20543640, 20544240, 20543149, 20543274, 20544532, 20546058, 20544744, 20543117, 20543086, 20543252, 20543461, 20544377, 20544592, 20543563, 20543654, 20545809, 20546544, 20543685, 20544584, 20543201, 20546535, 20543275]",376,,1564246439,The Roots of Boeing’s 737 Max Crisis: A Regulator Relaxes Its Oversight,story,https://www.nytimes.com/2019/07/27/business/boeing-737-max-faa.html
bryanrasmussen,13.0,20551641,"[20553598, 20551893, 20552580, 20555130, 20552171]",54,,1564376503,I Am Unhireable,story,https://dev.to/vorahsa/i-am-unhireable-541d
miles,7.0,20546246,"[20546775, 20551626, 20552603]",40,,1564298022,You probably won’t get $125 from the Equifax settlement,story,https://www.theverge.com/2019/7/26/8932398/equifax-settlement-125-claim-wont-get-money-alternative-reimbursement-compensation
joeyespo,1.0,20547856,[20550120],16,,1564325699,How Heroku Operates Multi-Tenant Apache Kafka Services,story,https://blog.heroku.com/how-heroku-operates-its-multi-tenant-apache-kafka-services
markchristian,67.0,20546231,"[20548107, 20547886, 20547055, 20556064, 20547038, 20548928, 20547511, 20547744, 20547235, 20549483, 20549542, 20548681, 20549261, 20548728, 20552779, 20548294, 20550838, 20547877, 20547451, 20547435]",230,,1564297737,Burnout,story,https://johnnyrodgers.is/burnout
actraub,142.0,20541492,"[20543833, 20543012, 20542920, 20542640, 20541930, 20543432, 20541907, 20543189, 20542847, 20555307, 20542524, 20542925, 20544724, 20541751, 20542572, 20541792, 20541644, 20545447, 20541790, 20546047, 20542898]",424,,1564226918,"Bedridden for 11 years, he discovered a surgery for his adrenal condition",story,https://www-m.cnn.com/2019/07/27/health/doug-lindsay-invented-surgery-trnd/index.html
r0n0j0y,21.0,20553777,"[20553953, 20555082, 20554224, 20554009, 20553970, 20553967, 20555236]",32,,1564402998,Some recession indicators,story,https://www.nytimes.com/2019/07/28/business/economy/economy-recession.html
clydethefrog,51.0,20540928,"[20548029, 20547586, 20547878, 20549522, 20547504, 20548081, 20547485, 20541815, 20546342, 20549147, 20550489, 20547771, 20547577, 20548018, 20548716, 20548222]",104,,1564214051,Hell Is Other Internet People,story,https://thebaffler.com/latest/hell-is-other-internet-people-thaddeus-johns
mathgenius,12.0,20541113,"[20549167, 20548821, 20548824, 20549778, 20549024]",85,,1564218081,The Mathematics of Text Structure,story,https://arxiv.org/abs/1904.03478
dnetesn,3.0,20541441,"[20551944, 20549760, 20549485, 20549948]",27,,1564225812,"The disappearing physicist, Ettore Majorana, and his elusive particle (2014)",story,http://nautil.us/issue/74/networks/the-disappearing-physicist-and-his-elusive-particle
lawrenceyan,5.0,20548815,"[20550745, 20550754]",49,,1564336015,"Benchmarking TPU, GPU, and CPU Platforms for Deep Learning",story,https://arxiv.org/abs/1907.10701
mpweiher,197.0,20555229,"[20556127, 20555955, 20555745, 20556240, 20556096, 20555942, 20555761, 20556231, 20555915, 20556169, 20556140, 20555898, 20555714, 20556311, 20556803, 20556412, 20556103, 20555973, 20555954, 20556245, 20555694, 20556268, 20556200, 20555936]",133,,1564412211,Taleb is wrong about IQ,story,http://www.jsmp.dk/posts/2019-06-16-talebiq/
howard941,0.0,20548806,,19,,1564335919,Greedy Investors Looted Sears into Bankruptcy,story,https://rantt.com/how-greedy-investors-looted-sears-into-bankruptcy/
rafaelc,140.0,20545276,"[20547277, 20547085, 20546306, 20546522, 20548007, 20546655, 20548446, 20546266, 20548040, 20546658, 20547583, 20548165, 20548209, 20546453, 20546190, 20546486, 20546600]",227,,1564275917,Safe Deposit Boxes Aren't Safe,story,https://www.nytimes.com/2019/07/19/business/safe-deposit-box-theft.html
chdaniel,77.0,20552675,"[20553266, 20555224, 20554947, 20555476, 20554344, 20553813, 20555352]",120,,1564390396,"Ohio passes energy bill that bails out nuclear and coal plants, guts renewables",story,https://www.vox.com/energy-and-environment/2019/7/27/8910804/ohio-gop-nuclear-coal-plants-renewables-efficiency-hb6
ilya_ca,2.0,20554229,[20557352],4,,1564405909,"Functional Programming? Don’t Even Bother, It’s a Silly Toy",story,https://medium.com/codeiq/fp-toy-7f52ea0a947e
justinmeiners,0.0,20551728,,4,,1564378023,Write Your Own Proof-of-Work Blockchain,story,https://justinmeiners.github.io/tiny-blockchain/
northfoxz,11.0,20548405,"[20549563, 20549435, 20552074, 20550118, 20549296, 20551275]",57,,1564331953,GNES – a cloud-native semantic search system based on deep neural network,story,https://github.com/gnes-ai/gnes
pseudolus,73.0,20548160,"[20549818, 20549478, 20550011, 20549894, 20550452, 20549656, 20550814, 20551511, 20550374, 20549808, 20550339, 20550151]",57,,1564329359,A new study of rudeness in the workplace,story,https://hbr.org/2019/07/why-people-get-away-with-being-rude-at-work
patwalls,4.0,20550025,"[20552778, 20556008, 20551674, 20551264]",18,,1564350793,I Launched a Product and Landed a Deal with Walmart,story,https://starterstory.com/stories/how-i-launched-a-product-and-landed-a-deal-with-walmart
vezycash,11.0,20541285,"[20547805, 20547193, 20549893, 20547025, 20550035, 20548798, 20547309, 20550125, 20548117]",91,,1564222133,MathFiction: Alex Recommends,story,http://kasmana.people.cofc.edu/MATHFICT/readinglists.php
wienke,36.0,20541293,"[20547717, 20547858, 20554641, 20548649, 20547737, 20547973, 20550697, 20548558]",104,,1564222290,Crazy LORA ranges today,story,http://rent-a-pilot.nl/archives/190
fooock,7.0,20548264,"[20549937, 20554907, 20551619, 20548307]",16,,1564330728,"Show HN: robots.txt as a service, check web crawl rules through an API",story,https://robotstxt.io
DanBC,10.0,20540724,"[20546255, 20548950, 20547549, 20549533, 20546999]",102,,1564209767,"Fax machines can be hacked to breach a network, using only its number (2018)",story,https://www.healthcareitnews.com/news/fax-machines-can-be-hacked-breach-network-using-only-its-number
tobr,0.0,20548019,,12,,1564327823,From Mask to Palette (2008),story,http://gurneyjourney.blogspot.com/2008/02/from-mask-to-palette.html?m=1
evilsimon,7.0,20546553,"[20550671, 20551290, 20551333, 20551163, 20552091]",27,,1564304698,The Spectacular P. T. Barnum,story,https://www.theatlantic.com/magazine/archive/2019/08/pt-barnum-biography-robert-wilson/592780/
dimtion,27.0,20548183,"[20549005, 20548549, 20549258, 20555908, 20548596, 20552052, 20548890, 20549014, 20549107]",73,,1564329735,CSS Houdini Interactive Introduction,story,http://houdini.glitch.me/
espeed,30.0,20548115,"[20551550, 20551504, 20551456, 20551694, 20551773, 20554883, 20551582, 20551950, 20551900, 20551721, 20551715, 20552112, 20551664, 20551726, 20551649, 20551705, 20551809, 20551474]",101,,1564328870,MIT Fellow Says Facebook ‘Lifted’ His Ideas for Libra Cryptocurrency,story,https://www.coindesk.com/mit-fellow-accuses-facebook-of-lifting-his-ideas-for-libra-cryptocurrency
saranshk,86.0,20543495,"[20543720, 20543657, 20543635, 20545733, 20544165, 20544235, 20546096, 20546045, 20544767, 20544251]",166,,1564253571,Teach Yourself Programming in Ten Years (1998),story,https://norvig.com/21-days.html
igravious,338.0,20547731,"[20548490, 20548822, 20550522, 20548888, 20548424, 20548883, 20548902, 20548528, 20548387, 20548373, 20548809, 20548455, 20549933, 20548983, 20548420, 20550282, 20548388, 20548548, 20548954, 20548363, 20548441, 20548358, 20549023, 20548980, 20548643, 20549044, 20548843, 20548574]",305,,1564324359,A Black Hole Engulfing the World's Bond Markets,story,https://www.bloomberg.com/news/articles/2019-07-13/the-black-hole-engulfing-the-world-s-bond-markets-quicktake
maxekman,33.0,20544076,"[20546619, 20545880, 20545849, 20547101, 20546335, 20544836, 20546542, 20545579, 20546375]",168,,1564260238,Purescript-native can now target Golang,story,https://discourse.purescript.org/t/purescript-native-can-now-target-golang/878
mitchbob,121.0,20544058,"[20544800, 20544394, 20544467, 20544669, 20545672, 20544485, 20544459, 20546089, 20549160, 20545023, 20545519, 20545864, 20546444, 20544440, 20545709, 20544901, 20546415]",216,,1564259993,What Swimming Taught Me About Happiness,story,https://www.nytimes.com/2019/07/27/opinion/sunday/swimming-happiness.html
parsimo2010,70.0,20531987,"[20532148, 20532695, 20532176, 20540584, 20532274, 20533278, 20538022, 20532810, 20536175, 20541352, 20534933, 20536820, 20532229, 20532506, 20538429, 20532264, 20532247, 20532735]",740,,1564109820,Decades-Old Computer Science Conjecture Solved in Two Pages,story,https://www.quantamagazine.org/mathematician-solves-computer-science-conjecture-in-two-pages-20190725/
xbeta,69.0,20551847,"[20553061, 20553104, 20552005, 20554317, 20552438, 20552492, 20553686]",65,,1564380043,America’s packaged food supply is ultra-processed,story,https://news.northwestern.edu/stories/2019/07/us-packaged-food-supply-is-ultra-processed/
bratao,25.0,20549216,"[20549381, 20549311, 20550350, 20549468]",113,,1564340314,PyPy JIT for 64-bit ARM,story,https://morepypy.blogspot.com/2019/07/pypy-jit-for-aarch64.html
arikr,0.0,20545674,[20547513],30,,1564284269,Why California Cities Already Lost Local Control,story,https://medium.com/@judgeglock/why-we-already-lost-local-control-in-california-and-why-the-state-needs-to-push-housing-f82dd0abe63d
cpeterso,162.0,20532763,"[20533597, 20533371, 20533348, 20533647, 20534516, 20533222, 20533698, 20533479, 20534272, 20533342, 20537571, 20536540, 20537252, 20533066, 20533628, 20533228, 20533150, 20535177, 20535277]",545,,1564121664,Mozilla debuts implementation of WebThings Gateway open-source router firmware,story,https://venturebeat.com/2019/07/25/mozilla-debuts-webthings-gateway-open-source-router-firmware-for-turris-omnia/
tosh,116.0,20549080,"[20549148, 20552564, 20549634, 20552111, 20549666, 20552341, 20549996, 20552860, 20550197, 20549927, 20551301, 20551067, 20549995, 20551309, 20550764, 20549960, 20551045, 20550623, 20550654]",122,,1564338778,Gödel's Ontological Proof,story,https://en.wikipedia.org/wiki/Gödel%27s_ontological_proof
adamnemecek,41.0,20542470,"[20543243, 20542747, 20543667, 20543972, 20544008, 20550890, 20544794, 20543558, 20542801, 20542886, 20549211, 20543184, 20544709, 20543446, 20542827]",225,,1564241654,Discrete Differential Geometry: An Applied Introduction [pdf],story,https://www.cs.cmu.edu/~kmcrane/Projects/DGPDEC/paper.pdf
Topolomancer,25.0,20546527,"[20546934, 20547380, 20547620, 20549732, 20549136, 20548786]",93,,1564304317,What Is Gaussian Curvature?,story,https://bastian.rieck.me/blog/posts/2019/curvature/
pseudolus,61.0,20547441,"[20547993, 20549652, 20547901, 20549118, 20548957, 20547994, 20547845, 20547961, 20547608, 20549591, 20549649, 20550454, 20550192]",185,,1564320792,"One man, eight years, nearly 20k cat videos, and not a single viral hit",story,https://theoutline.com/post/7709/meet-the-man-who-has-spent-the-past-years-making-over-19000-videos-of-himself-feeding-cats
jackcarter,1.0,20548778,[20551215],28,,1564335481,The Nutshell Studies of Unexplained Death,story,http://www.deathindiorama.com/
nsoonhui,8.0,20551691,"[20552126, 20555790, 20553994, 20552319, 20552453]",21,,1564377436,Stack Overflow Community Reacts Against Stack Overflow Company,story,https://meta.stackoverflow.com/q/387599/3834
rahuldottech,14.0,20544564,"[20544921, 20545291, 20546996, 20546399, 20545049]",125,,1564265546,"Lightning video adapters feature Apple Secure Boot, run Darwin kernel",story,https://twitter.com/nyan_satan/status/1155148789977636864
elsewhen,0.0,20551614,[20552135],12,,1564376027,Venezuela is buying Bitcoin with airport taxes to smuggle in US dollars,story,https://thenextweb.com/hardfork/2019/07/26/venezuela-bitcoin-airport-taxes-us-dollars/
ITNEXT,26.0,20541306,"[20549091, 20548559, 20548599, 20548335, 20552107]",39,,1564222547,The Anatomy of Web Components,story,https://itnext.io/the-anatomy-of-web-components-d6afedb81b37
LinuxBender,97.0,20535698,"[20538120, 20535887, 20537761, 20536157, 20535858, 20536588, 20536110, 20536763, 20536099, 20536441, 20536811, 20535920, 20535879, 20536232]",308,,1564156379,Senescent cells stop producing nucleotides: new research,story,https://www.sciencedaily.com/releases/2019/07/190725151018.htm
fagnerbrack,83.0,20545257,"[20546875, 20546729, 20546572, 20546302, 20546511, 20547735, 20545931, 20545939, 20550140, 20546187, 20546122, 20545712, 20546143, 20545998, 20546327, 20546437, 20545719, 20545506, 20545669, 20546512, 20546049]",164,,1564275581,Problems with the CSS background-image property,story,https://nystudio107.com/blog/the-css-background-image-property-as-an-anti-pattern
spking,306.0,20542738,"[20543007, 20542931, 20543490, 20542907, 20543084, 20543016, 20543146, 20545428, 20548552, 20546202, 20543532, 20543308, 20543102, 20542945, 20543298, 20542989, 20546174, 20543162, 20543301, 20546525, 20548114, 20543724, 20544968, 20546372, 20545307, 20543264, 20546482, 20543321, 20543471, 20543777, 20545565, 20543111, 20543265, 20544198]",170,,1564244970,Biology is the New Tech: Letter from a conference on CRISPR,story,https://airmail.news/issues/2019-7-27/should-the-rich-be-allowed-to-buy-the-best-genes
jasonpeacock,50.0,20542002,"[20542352, 20543182, 20543679, 20545710, 20545536, 20542878, 20544224, 20542221, 20543819, 20544326, 20544227, 20542529, 20542605]",195,,1564235302,Perils of Constructors,story,https://matklad.github.io/2019/07/16/perils-of-constructors.html
ed,38.0,20542606,"[20546216, 20545181, 20545551, 20544475, 20554304, 20544704, 20545683, 20545693, 20546258, 20545004, 20544734, 20545378, 20544888, 20546229, 20545261, 20546477, 20544772, 20544905, 20544847, 20545633]",164,,1564243249,A chat room inside the browser console,story,https://console.chat/
mixedbit,157.0,20535008,"[20537308, 20536804, 20535653, 20539292, 20539283, 20537531, 20538046, 20537105, 20539690, 20538854, 20535564, 20535608, 20535726, 20538947, 20535690, 20539426, 20535658, 20541222, 20537207, 20539127, 20536515, 20536506, 20535634, 20535641, 20536538, 20535572, 20537107, 20537769]",368,,1564151087,Firefox Reality,story,https://mixedreality.mozilla.org/firefox-reality/
rspivak,0.0,20550080,,5,,1564351569,Old Geek (2016),story,https://www.tbray.org/ongoing/When/201x/2016/09/14/Old-Geek
rspivak,3.0,20550692,"[20550959, 20551651, 20551155]",27,,1564361567,What I Do When It Feels Like My Work Isn’t Good Enough,story,https://jamesclear.com/self-judgment
InvOfSmallC,308.0,20533026,"[20534135, 20534614, 20534300, 20537640, 20534120, 20536633, 20534530, 20534205, 20537506, 20535551, 20536166, 20536275, 20536023, 20534320, 20534239, 20534031, 20535625, 20534394, 20534087, 20535296, 20534680, 20535712, 20534529, 20538955, 20534698, 20535375, 20540077, 20534733, 20535801, 20535593, 20538594, 20535378, 20536940, 20535657, 20534674, 20536435, 20538466, 20534931, 20536864, 20536060, 20538698, 20537710, 20535320, 20536747, 20537416, 20538258, 20539055, 20539785, 20536641, 20540208, 20537856, 20538587]",457,,1564126368,Users hate change,story,https://gist.github.com/sleepyfox/a4d311ffcdc4fd908ec97d1c245e57dc
tosh,82.0,20547228,"[20547736, 20547834, 20547745, 20547787, 20547944, 20547969, 20547761, 20548907, 20548122, 20547965, 20548483, 20547990, 20547837, 20547811, 20549875, 20547779]",229,,1564317899,Surprisingly popular,story,https://en.wikipedia.org/wiki/Surprisingly_popular
signa11,10.0,20541263,"[20549467, 20551021, 20548951, 20550402]",31,,1564221734,English Letter Frequency Counts: Mayzner Revisited or ETAOIN SRHLDCU (2013),story,http://norvig.com/mayzner.html
pcr910303,15.0,20545401,"[20546175, 20548519, 20548557, 20547713, 20547495, 20546700, 20546050]",80,,1564278547,Spaceman Diff: Diffing Images on the Command Line,story,https://github.com/holman/spaceman-diff
swamp40,151.0,20537941,"[20540789, 20540022, 20539100, 20538895, 20539081, 20538680, 20538196, 20542494, 20539820, 20540663, 20539952, 20540457, 20540354, 20540397, 20539108, 20541385, 20539640, 20539194, 20538664, 20540992, 20540976, 20541680, 20541322, 20541836, 20540614, 20538939, 20539901]",273,,1564171502,Scientists stunned by ‘city-killer’ asteroid that just missed Earth,story,https://www.seattletimes.com/nation-world/scientists-stunned-by-city-killer-asteroid-that-just-missed-earth/
